27,25,1
32,30,1
-27,-20,0
-47,3,0
20,47,1
-4,30,1
-41,31,0
-43,-25,0
-1,-25,0
-30,43,1
-43,36,0
-39,7,0
46,35,1
11,28,1
-8,-39,0
-35,-2,0
47,16,1
25,10,1
47,8,1
-21,47,1
-3,27,1
-21,-35,0
-21,23,1
14,-25,0
43,50,1
22,-33,0
46,39,1
15,-3,1
39,11,1
-39,-22,0
-1,-17,0
-48,5,0
-33,-41,0
-31,47,1
-19,6,0
23,45,1
29,-23,1
4,50,1
15,-2,1
-26,-33,0
40,0,1
0,-7,0
-21,-30,0
16,28,1
3,49,1
-21,47,1
-1,7,1
17,-39,0
-27,37,1
34,-13,1
9,11,1
9,4,1
39,-48,0
50,42,1
21,44,1
35,34,1
-9,-28,0
44,48,1
23,-45,0
-28,47,1
24,-13,1
27,12,1
-31,-27,0
40,22,1
41,-14,1
-2,-11,0
23,38,1
10,47,1
12,19,1
21,-6,1
-33,-13,0
-38,-16,0
-40,19,0
-34,22,0
-25,-28,0
-44,49,1
-38,44,1
-46,9,0
41,-18,1
16,18,1
35,-42,0
-10,16,1
33,-19,1
-44,-5,0
43,-12,1
-23,2,0
-47,-8,0
45,34,1
4,44,1
-21,-39,0
-16,26,1
-27,-13,0
40,2,1
-50,50,0
-29,-8,0
40,17,1
-31,37,1
-20,-26,0
2,35,1
-15,-10,0
2,21,1
30,10,1
-23,-21,0
26,-45,0
15,45,1
-28,26,0
19,16,1
-7,-48,0
1,14,1
6,-23,0
12,17,1
35,-31,1
42,-39,1
-15,-28,0
45,-37,1
35,49,1
45,22,1
42,46,1
22,-36,0
50,17,1
-1,-39,0
-9,-22,0
-18,-34,0
3,46,1
22,-28,0
49,19,1
-19,-45,0
-19,27,1
40,36,1
-27,-25,0
30,0,1
26,-4,1
3,-5,0
3,4,1
-13,43,1
15,19,1
-43,46,1
-16,16,0
1,22,1
-43,30,0
-36,23,0
19,-25,0
3,34,1
-14,-17,0
-20,29,1
36,-22,1
23,-1,1
-29,28,0
20,-34,0
34,-28,1
47,-33,1
3,-6,0
30,45,1
-45,3,0
-26,23,0
-18,21,1
-36,-33,0
-50,27,0
33,41,1
-14,-41,0
-5,-34,0
-44,35,0
-8,-7,0
-29,47,1
25,-1,1
36,-1,1
19,-41,0
-44,23,0
-16,39,1
-20,-12,0
-31,38,1
-40,3,0
17,-12,1
8,46,1
-43,-6,0
24,-33,0
50,10,1
22,-42,0
14,8,1
14,33,1
42,2,1
-13,50,1
-29,21,0
31,-10,1
26,9,1
19,-39,0
0,-11,0
23,31,1
41,24,1
12,-19,0
6,48,1
10,-17,0
-47,41,0
19,3,1
28,49,1
33,3,1
19,3,1
28,48,1
-4,50,1
37,18,1
-43,48,1
1,48,1
-34,8,0
-41,-32,0
48,40,1
20,-38,0
-35,-7,0
18,-2,1
31,50,1
26,43,1
16,-40,0
-43,31,0
-13,14,1
-13,-41,0
-22,-36,0
-5,-33,0
-11,0,0
41,20,1
12,28,1
26,-15,1
50,-44,1
4,11,1
43,-11,1
5,27,1
-33,-22,0
-46,1,0
-14,-4,0
32,-29,1
18,29,1
34,-42,0
-45,48,1
-32,24,0
-7,-18,0
31,-4,1
0,45,1
-48,22,0
28,-31,0
-18,-26,0
-19,50,1
-20,-47,0
24,40,1
-3,43,1
-1,22,1
-14,-35,0
16,43,1
25,18,1
1,7,1
25,-17,1
21,-18,1
35,-19,1
7,17,1
-33,46,1
9,16,1
9,39,1
-24,34,1
-19,17,0
46,-16,1
-14,-48,0
27,39,1
-49,-10,0
-36,43,1
41,-32,1
-47,26,0
46,-38,1
-10,8,0
-48,24,0
-46,-29,0
31,-41,0
20,-15,1
42,15,1
-48,40,0
-48,38,0
29,-35,0
41,29,1
-12,14,1
21,-2,1
7,-2,1
33,34,1
28,2,1
17,-24,0
-21,0,0
47,-16,1
-11,30,1
-27,-49,0
-31,26,0
0,-23,0
-25,31,1
14,-11,1
-31,47,1
5,18,1
-42,-34,0
-43,-10,0
24,45,1
-39,12,0
-11,5,0
-10,42,1
-31,50,1
36,-29,1
10,27,1
-38,-48,0
-33,-26,0
-40,-2,0
43,23,1
20,46,1
-39,9,0
-40,22,0
2,-14,0
12,19,1
-32,-46,0
-48,17,0
44,8,1
-13,36,1
4,-5,0
48,-5,1
-26,-26,0
-12,-6,0
25,6,1
20,12,1
-14,-5,0
-11,-16,0
-6,11,1
-36,-29,0
47,2,1
-45,48,1
-29,23,0
40,26,1
-12,-2,0
-10,11,1
20,-7,1
-47,-42,0
24,-10,1
-10,16,1
37,-5,1
38,-44,0
-50,31,0
2,4,1
38,48,1
-19,2,0
-16,-34,0
-50,10,0
-2,-32,0
-48,22,0
-16,-27,0
-26,39,1
-24,-8,0
42,-7,1
45,41,1
-1,-16,0
-17,27,1
-15,27,1
-15,34,1
1,41,1
1,-42,0
-48,-34,0
16,7,1
-38,-24,0
29,-16,1
21,16,1
-39,40,1
12,-12,0
-8,35,1
-22,18,0
30,-23,1
27,-46,0
-31,44,1
22,2,1
-6,25,1
-47,-49,0
-30,-50,0
-31,-50,0
34,-50,0
-28,31,1
24,30,1
2,44,1
49,-46,1
-3,0,0
-11,42,1
-8,-4,0
46,35,1
-40,10,0
-24,-46,0
23,-49,0
-39,-9,0
-14,-36,0
20,24,1
-45,-18,0
-39,-29,0
30,-32,0
8,34,1
43,-38,1
-39,30,0
-49,-7,0
-44,-5,0
24,-22,1
4,-48,0
20,-40,0
-23,-17,0
-39,31,0
23,36,1
-50,39,0
-14,-14,0
-37,42,1
-9,38,1
46,15,1
26,36,1
-29,25,0
-46,5,0
40,4,1
-23,35,1
-11,-20,0
38,49,1
-16,36,1
40,-41,0
-50,22,0
-8,12,1
-49,-36,0
-30,28,0
-21,-40,0
-27,-32,0
-46,-41,0
17,-36,0
37,47,1
7,42,1
-21,-14,0
11,44,1
30,-7,1
-18,-33,0
7,29,1
19,-50,0
-30,-41,0
-39,-21,0
11,-12,0
26,-3,1
14,-17,0
7,38,1
-8,-27,0
39,-7,1
-35,43,1
14,23,1
-1,-38,0
-25,12,0
-50,48,0
-12,-46,0
13,3,1
29,-18,1
8,16,1
-39,-15,0
34,-28,1
-35,-12,0
-3,15,1
-17,26,1
35,0,1
45,-10,1
-20,3,0
26,-33,0
31,27,1
16,18,1
-3,22,1
-23,-23,0
-50,-10,0
-28,-36,0
-33,49,1
-14,42,1
-27,-41,0
-10,-43,0
-14,49,1
36,-10,1
-44,-3,0
38,-6,1
-27,16,0
24,6,1
-6,-1,0
35,3,1
26,-50,0
-5,-28,0
-23,-43,0
-47,-38,0
36,-5,1
21,34,1
-19,16,0
15,-17,0
22,28,1
42,-46,0
-22,16,0
2,25,1
-41,16,0
48,5,1
-3,-30,0
-34,-45,0
-15,11,0
-15,35,1
-10,-41,0
-44,25,0
-5,-6,0
-17,39,1
41,16,1
14,-25,0
-31,-38,0
48,6,1
31,-38,0
-22,50,1
11,14,1
-46,0,0
-30,49,1
-50,34,0
13,5,1
-7,0,0
-2,-47,0
-39,44,1
43,22,1
25,13,1
-38,-38,0
46,48,1
8,39,1
-16,-4,0
29,8,1
-42,3,0
13,16,1
-38,15,0
-25,-43,0
6,-36,0
5,48,1
-22,30,1
6,5,1
-40,-32,0
8,-42,0
-27,5,0
18,10,1
-1,48,1
-49,-35,0
47,16,1
-39,-24,0
44,3,1
-22,34,1
-39,-34,0
-5,30,1
5,-41,0
15,-24,0
-23,17,0
-10,8,0
28,23,1
-38,-6,0
-29,-12,0
-44,-2,0
-27,-41,0
5,-36,0
-14,20,1
-19,33,1
29,0,1
10,23,1
-12,-8,0
-5,33,1
16,26,1
45,-21,1
10,11,1
-21,27,1
-41,-8,0
32,10,1
31,34,1
13,47,1
-30,-36,0
-9,-47,0
-47,-42,0
-25,12,0
39,-20,1
-4,21,1
-9,17,1
14,16,1
-22,-19,0
-46,-15,0
6,-47,0
-37,-12,0
25,32,1
-24,-45,0
4,-3,1
-50,-17,0
-31,-15,0
-2,-13,0
20,-9,1
12,-21,0
13,-5,1
37,-6,1
18,-15,1
-7,-30,0
-6,42,1
33,-10,1
37,-6,1
-40,24,0
17,15,1
12,-10,1
-2,-23,0
-9,10,1
8,-7,1
9,21,1
9,-34,0
47,18,1
-42,-3,0
1,-4,0
10,-48,0
-9,0,0
33,-32,1
41,-25,1
-31,-13,0
-18,-25,0
28,-12,1
20,22,1
-37,31,0
-10,-29,0
-15,13,0
-14,5,0
-28,11,0
-30,19,0
16,-17,0
16,-49,0
3,-22,0
15,-48,0
-41,0,0
-15,45,1
-27,-12,0
46,-5,1
-47,-29,0
6,-24,0
-34,-42,0
-2,35,1
34,-29,1
5,23,1
29,2,1
40,-12,1
5,-33,0
-23,-43,0
43,6,1
10,13,1
38,-31,1
-44,8,0
14,-38,0
-20,1,0
-38,-13,0
-5,-14,0
11,-1,1
-15,22,1
-48,-45,0
-37,-25,0
50,0,1
-19,-15,0
43,-47,0
-24,-1,0
-44,-29,0
-2,35,1
33,-25,1
-44,11,0
30,-30,0
30,-18,1
13,-39,0
-26,7,0
10,-24,0
24,-1,1
-21,-8,0
-3,-45,0
-10,45,1
-17,36,1
-42,-22,0
25,7,1
23,28,1
39,29,1
40,1,1
-48,-24,0
1,-37,0
25,21,1
12,-46,0
16,27,1
-40,31,0
-18,47,1
-10,47,1
20,-4,1
33,42,1
-4,-5,0
-44,23,0
-31,47,1
12,26,1
-50,36,0
36,-44,0
-39,-44,0
-45,-4,0
-25,-30,0
13,7,1
-16,-37,0
35,-44,0
17,-1,1
3,-7,0
-39,-46,0
-18,-9,0
-29,-14,0
20,-1,1
21,-30,0
-39,-45,0
-24,-40,0
46,25,1
36,6,1
-32,-26,0
-19,-47,0
-44,-18,0
49,-24,1
-27,-46,0
20,-1,1
12,-35,0
38,-17,1
16,-30,0
21,-35,0
-10,-40,0
